customer_id,signup_date,country,acquisition_channel,age
C51751,2024-05-01,Germany,Paid Social,42.0
C51752,2022-09-11,Netherlands,Organic Search,61.0
C51753,2022-11-27,Austria,Organic Search,29.0
C51754,2024-08-04,Spain,Paid Social,32.0
C51755,2023-08-07,Austria,Paid Social,43.0
C51756,2024-08-01,FRANCE,Email,45.0
C51757,2023-05-03,Germany,Email,46.0
C51758,2024-11-17,FRANCE,Organic Search,28.0
C51759,2024-01-09,Germany,Organic Search,32.0
C51760,2021-11-03,Germany,Organic Search,41.0
C51761,2024-09-12,France,Organic Search,53.0
C51762,2023-06-29,Netherlands,Paid Social,35.0
C51763,2021-12-27,Spain,Direct,38.0
C51764,2022-01-18,AUSTRIA,Organic Search,26.0
C51765,2024-02-19,Spain,Paid Social,60.0
C51766,2021-05-22,Austria,Email,40.0
C51767,2022-09-13,DE,Paid Social,51.0
C51768,2021-12-23,Germany,Organic Search,38.0
C51769,2023-04-26,Netherlands,Organic Search,39.0
C51770,2023-03-21,Germany,Direct,20.0
C51771,2023-08-09,Germany,Organic Search,18.0
C51772,2022-09-02,Germany,Email,53.0
C51773,2021-04-10,SPAIN,Referral,39.0
C51774,2023-11-28,Austria,Organic Search,40.0
C51775,2023-01-23,Italy,Email,23.0
C51776,2024-01-10,Italy,Organic Search,27.0
C51777,2021-10-18,SPAIN,Organic Search,51.0
C51778,2021-02-14,Germany,Paid Social,59.0
C51779,2022-07-12,Spain,Direct,31.0
C51780,2023-05-17,SPAIN,Organic Search,46.0
C51781,2023-02-21,Spain,Organic Search,40.0
C51782,2024-06-29,Germany,Direct,37.0
C51783,2023-01-29,Germany,Organic Search,60.0
C51784,2023-08-19,Italy,Direct,33.0
C51785,2023-11-04,Germany,Email,53.0
C51786,2021-03-11,Germany,Email,43.0
C51787,2023-07-31,France,Referral,38.0
C51788,2022-12-12,Germany,Email,54.0
C51789,2023-03-31,Germany,Organic Search,41.0
C51790,2021-09-29,ITALY,Direct,37.0
C51791,2024-06-01,Spain,Direct,55.0
C51792,2024-11-07,Spain,Direct,53.0
C51793,2021-03-12,Germany,Email,52.0
C51794,2023-11-13,DE,Paid Social,18.0
C51795,2024-05-12,France,Paid Social,
C51796,2022-09-10,France,Organic Search,41.0
C51797,2024-06-05,Germany,Paid Social,38.0
C51798,2023-12-19,Austria,Email,45.0
C51799,2024-10-25,Italy,Email,41.0
C51800,2024-12-14,France,Paid Social,46.0
C51801,2021-05-08,Germany,Paid Social,35.0
C51802,2023-05-02,Germany,Email,56.0
C51803,2023-09-09,Germany,Paid Social,47.0
C51804,2022-01-06,Germany,Direct,45.0
C51805,2022-11-29,France,Email,44.0
C51806,2024-12-20,France,Organic Search,52.0
C51807,2021-02-22,France,Organic Search,50.0
C51808,2023-05-12,Spain,Email,37.0
C51809,2024-08-01,Germany,Paid Social,50.0
C51810,2022-11-10,Germany,Referral,40.0
C51811,2023-06-16,Germany,Organic Search,61.0
C51812,2024-12-11,Germany,Organic Search,51.0
C51813,2023-06-10,  France ,Paid Social,30.0
C51814,2021-12-05,DE,Referral,66.0
C51815,2021-06-03,Spain,Direct,18.0
C51816,2024-11-10,Netherlands,Direct,46.0
C51817,2022-08-10,Germany,Paid Social,30.0
C51818,2023-07-17,Germany,Referral,61.0
C51819,2021-09-07,Germany,Organic Search,41.0
C51820,2023-04-03,Germany,Email,28.0
C51821,2024-10-26,Spain,Direct,35.0
C51822,2023-07-15,France,Paid Social,29.0
C51823,2024-12-04,Germany,Direct,34.0
C51824,2022-07-30,Germany,Organic Search,34.0
C51825,2023-07-18,Germany,Organic Search,29.0
C51826,2024-08-18,Spain,Paid Social,41.0
C51827,2023-05-06,Germany,Direct,43.0
C51828,2022-09-02,Germany,Paid Social,
C51829,2024-08-14,Germany,Referral,18.0
C51830,2023-02-15,Austria,Organic Search,42.0
C51831,2023-08-20,France,Referral,44.0
C51832,2024-12-09,  Netherlands ,Email,47.0
C51833,2022-03-25,Germany,Organic Search,45.0
C51834,2022-10-07,Germany,Email,57.0
C51835,2021-04-07,Spain,Email,50.0
C51836,2023-02-18,Germany,Paid Social,70.0
C51837,2022-04-19,Germany,Organic Search,75.0
C51838,2024-02-11,France,Organic Search,18.0
C51839,2022-03-15,GERMANY,Direct,18.0
C51840,2024-02-05,Germany,Email,38.0
C51841,2022-08-07,Austria,Referral,44.0
C51842,2022-12-27,FRANCE,Email,37.0
C51843,2022-12-18,Germany,Referral,46.0
C51844,2024-03-22,Germany,Organic Search,35.0
C51845,2023-05-30,Austria,Paid Social,30.0
C51846,2023-01-05,Germany,Email,31.0
C51847,2024-08-11,Germany,Organic Search,36.0
C51848,2023-10-09,Netherlands,Organic Search,48.0
C51849,2022-05-14,Netherlands,Email,32.0
C51850,2024-09-27,Italy,Direct,35.0
C51851,2022-12-08,Germany,Email,45.0
C51852,2021-04-29,Germany,Organic Search,36.0
C51853,2023-07-05,France,Direct,51.0
C51854,2021-11-20,Netherlands,Organic Search,27.0
C51855,2022-06-26,Germany,Organic Search,24.0
C51856,2024-04-24,DE,Direct,42.0
C51857,2021-12-04,Germany,Referral,43.0
C51858,2024-06-26,Spain,Direct,28.0
C51859,2024-11-02,Spain,Referral,54.0
C51860,2023-11-19,France,Email,61.0
C51861,2024-03-15,Italy,Organic Search,30.0
C51862,2024-03-19,Italy,Paid Social,56.0
C51863,2024-12-25,Germany,Direct,18.0
C51864,2022-12-07,Germany,Direct,51.0
C51865,2022-02-07,Netherlands,Paid Social,28.0
C51866,2023-08-05,Germany,Paid Social,50.0
C51867,2023-08-23,Germany,Organic Search,26.0
C51868,2022-03-09,Germany,Paid Social,37.0
C51869,2023-11-27,Italy,Direct,28.0
C51870,2021-02-15,Germany,Organic Search,35.0
C51871,2024-10-24,Austria,Paid Social,60.0
C51872,2022-08-08,Germany,Direct,37.0
C51873,2021-05-01,Germany,Paid Social,
C51874,2021-10-17,Spain,Paid Social,33.0
C51875,2022-06-29,  GERMANY ,Paid Social,56.0
C51876,2022-08-24,Germany,Organic Search,18.0
C51877,2021-04-12,Germany,Organic Search,35.0
C51878,2022-09-02,Netherlands,Organic Search,32.0
C51879,2022-04-06,Germany,Organic Search,56.0
C51880,2023-01-30,Germany,Organic Search,40.0
C51881,2023-02-08,Germany,Organic Search,
C51882,2022-12-03,Germany,Organic Search,22.0
C51883,2022-11-16,Germany,Direct,26.0
C51884,2021-09-05,France,Organic Search,49.0
C51885,2021-03-21,GERMANY,Paid Social,48.0
C51886,2022-04-22,Germany,Direct,
C51887,2024-05-04,Netherlands,Organic Search,31.0
C51888,2024-12-23,Austria,Paid Social,47.0
C51889,2024-10-25,Germany,Referral,24.0
C51890,2023-07-18,Germany,Email,43.0
C51891,2023-08-21,Germany,Organic Search,42.0
C51892,2022-10-27,  Italy ,Referral,35.0
C51893,2024-05-22,Germany,Email,43.0
C51894,2024-05-13,Germany,Paid Social,39.0
C51895,2024-08-03,France,Organic Search,44.0
C51896,2024-09-23,Germany,Organic Search,22.0
C51897,2023-04-17,Germany,Referral,45.0
C51898,2024-05-15,Germany,Paid Social,50.0
C51899,2024-06-25,Netherlands,Organic Search,42.0
C51900,2022-10-18,Netherlands,Paid Social,45.0
C51901,2024-10-25,Netherlands,Direct,37.0
C51902,2021-09-15,Austria,Organic Search,49.0
C51903,2024-12-26,Germany,Organic Search,39.0
C51904,2024-05-18,Spain,Paid Social,24.0
C51905,2021-09-13,Austria,Email,48.0
C51906,2024-01-15,Austria,Paid Social,18.0
C51907,2021-04-16,Austria,Direct,41.0
C51908,2024-05-18,Germany,Organic Search,33.0
C51909,2024-06-18,DE,Paid Social,33.0
C51910,2023-11-14,FRANCE,Paid Social,40.0
C51911,2024-08-15,Germany,Paid Social,29.0
C51912,2021-09-24,France,Paid Social,44.0
C51913,2022-08-27,Germany,Referral,39.0
C51914,2023-03-21,Germany,Paid Social,31.0
C51915,2021-05-09,Italy,Referral,54.0
C51916,2023-05-06,Netherlands,Organic Search,40.0
C51917,2022-08-09,France,Email,46.0
C51918,2023-02-19,Germany,Paid Social,55.0
C51919,2023-04-05,France,Paid Social,55.0
C51920,2024-09-07,Spain,Organic Search,45.0
C51921,2022-08-18,Netherlands,Direct,34.0
C51922,2024-09-21,Netherlands,Direct,21.0
C51923,2023-04-06,France,Referral,40.0
C51924,2022-11-16,Germany,Direct,51.0
C51925,2023-07-15,Netherlands,Organic Search,42.0
C51926,2023-03-26,Italy,Paid Social,18.0
C51927,2022-07-28,France,Paid Social,48.0
C51928,2023-07-16,Germany,Direct,49.0
C51929,2022-01-17,France,Organic Search,34.0
C51930,2022-12-22,France,Organic Search,50.0
C51931,2023-10-02,Italy,Email,46.0
C51932,2023-03-20,Netherlands,Organic Search,30.0
C51933,2024-07-13,Germany,Referral,53.0
C51934,2022-07-26,Germany,Organic Search,23.0
C51935,2024-12-03,France,Email,37.0
C51936,2024-06-02,Germany,Direct,36.0
C51937,2024-12-01,France,Email,28.0
C51938,2024-07-27,Austria,Organic Search,42.0
C51939,2021-12-28,Netherlands,Organic Search,54.0
C51940,2023-08-15,Germany,Organic Search,53.0
C51941,2022-02-21,Austria,Organic Search,
C51942,2024-07-07,AUSTRIA,Email,18.0
C51943,2023-10-24,  Germany ,Paid Social,22.0
C51944,2022-08-07,Netherlands,Organic Search,40.0
C51945,2024-10-26,  Netherlands ,Organic Search,
C51946,2021-11-01,  Spain ,Direct,32.0
C51947,2023-09-29,Germany,Organic Search,61.0
C51948,2024-03-27,Germany,Organic Search,39.0
C51949,2021-06-21,France,Paid Social,45.0
C51950,2023-11-09,GERMANY,Organic Search,50.0
C51951,2024-07-05,Germany,Direct,39.0
C51952,2021-07-13,Austria,Organic Search,69.0
C51953,2023-07-28,GERMANY,Email,27.0
C51954,2022-07-29,FRANCE,Email,31.0
C51955,2024-01-23,  Italy ,Referral,27.0
C51956,2021-11-09,France,Email,57.0
C51957,2024-11-02,France,Referral,48.0
C51958,2024-09-22,France,Paid Social,31.0
C51959,2022-03-24,Germany,Paid Social,28.0
C51960,2022-11-09,Germany,Email,55.0
C51961,2023-10-28,Netherlands,Email,42.0
C51962,2024-03-24,Germany,Paid Social,55.0
C51963,2023-04-28,Germany,Organic Search,37.0
C51964,2022-01-26,  Germany ,Organic Search,44.0
C51965,2021-10-08,Spain,Paid Social,42.0
C51966,2024-12-31,Germany,Organic Search,31.0
C51967,2023-05-15,Austria,Paid Social,36.0
C51968,2024-08-31,Germany,Organic Search,24.0
C51969,2023-06-20,Netherlands,Email,44.0
C51970,2024-10-19,Germany,Email,
C51971,2021-08-31,GERMANY,Email,50.0
C51972,2021-10-30,France,Email,46.0
C51973,2024-10-26,Netherlands,Organic Search,36.0
C51974,2024-11-12,Germany,Organic Search,57.0
C51975,2022-10-27,France,Email,49.0
C51976,2022-12-27,France,Referral,55.0
C51977,2023-05-12,Germany,Email,55.0
C51978,2023-03-24,France,Email,36.0
C51979,2022-03-31,Germany,Email,43.0
C51980,2024-09-25,France,Referral,47.0
C51981,2022-07-21,Germany,Email,24.0
C51982,2024-03-10,France,Referral,24.0
C51983,2021-07-12,Germany,Organic Search,22.0
C51984,2021-04-28,France,Organic Search,37.0
C51985,2024-01-12,FRANCE,Paid Social,34.0
C51986,2022-12-03,Spain,Paid Social,21.0
C51987,2024-01-14,France,Referral,40.0
C51988,2021-09-15,Austria,Paid Social,37.0
C51989,2024-11-14,Germany,Organic Search,52.0
C51990,2024-04-25,Germany,Referral,62.0
C51991,2024-09-04,Germany,Organic Search,
C51992,2021-12-16,France,Referral,30.0
C51993,2022-11-05,Netherlands,Organic Search,46.0
C51994,2023-01-15,Spain,Paid Social,38.0
C51995,2023-08-28,  France ,Paid Social,
C51996,2022-09-29,Netherlands,Organic Search,28.0
C51997,2021-06-26,Germany,Organic Search,32.0
C51998,2023-01-16,Germany,Organic Search,36.0
C51999,2022-07-23,AUSTRIA,Paid Social,48.0
C52000,2023-02-09,Germany,Paid Social,44.0
C52001,2022-04-13,Germany,Referral,
C52002,2022-08-04,Italy,Organic Search,46.0
C52003,2023-12-13,Italy,Paid Social,43.0
C52004,2023-02-12,Netherlands,Organic Search,34.0
C52005,2022-12-13,Germany,Direct,26.0
C52006,2023-08-24,Spain,Referral,31.0
C52007,2024-05-20,Germany,Direct,30.0
C52008,2023-01-30,France,Direct,18.0
C52009,2023-10-28,Germany,Paid Social,26.0
C52010,2024-11-30,Spain,Email,57.0
C52011,2023-08-09,  Spain ,Organic Search,42.0
C52012,2024-10-06,Netherlands,Direct,33.0
C52013,2024-06-12,Germany,Paid Social,43.0
C52014,2021-06-21,France,Paid Social,18.0
C52015,2023-04-10,Germany,Direct,41.0
C52016,2024-03-02,Spain,Referral,53.0
C52017,2024-12-19,Germany,Direct,37.0
C52018,2023-05-19,Germany,Organic Search,18.0
C52019,2021-09-12,Netherlands,Organic Search,33.0
C52020,2023-09-27,France,Organic Search,53.0
C52021,2021-11-26,Spain,Paid Social,41.0
C52022,2024-04-29,Germany,Paid Social,21.0
C52023,2023-07-22,Austria,Organic Search,66.0
C52024,2024-03-29,Germany,Referral,23.0
C52025,2024-08-28,  Germany ,Organic Search,35.0
C52026,2023-12-15,France,Email,26.0
C52027,2023-11-26,Germany,Direct,
C52028,2024-05-02,Netherlands,Email,33.0
C52029,2024-08-01,Germany,Paid Social,46.0
C52030,2024-08-27,  Germany ,Organic Search,
C52031,2021-04-22,Austria,Organic Search,33.0
C52032,2023-09-20,Germany,Referral,26.0
C52033,2022-05-18,Netherlands,Paid Social,44.0
C52034,2024-08-19,Austria,Organic Search,44.0
C52035,2024-01-06,Germany,Direct,41.0
C52036,2023-03-29,Austria,Email,41.0
C52037,2022-03-28,  GERMANY ,Referral,37.0
C52038,2022-12-03,Germany,Paid Social,39.0
C52039,2024-03-08,Germany,Direct,36.0
C52040,2022-04-27,Spain,Organic Search,51.0
C52041,2021-09-14,France,Organic Search,
C52042,2024-09-15,France,Direct,40.0
C52043,2024-05-12,Italy,Direct,38.0
C52044,2022-04-18,Germany,Paid Social,41.0
C52045,2022-09-22,Spain,Organic Search,30.0
C52046,2024-12-05,Austria,Organic Search,47.0
C52047,2024-03-13,Italy,Referral,43.0
C52048,2023-11-24,Spain,Referral,33.0
C52049,2022-10-16,Italy,Paid Social,
C52050,2022-10-03,Germany,Organic Search,38.0
C52051,2021-05-01,Austria,Email,26.0
C52052,2024-04-04,Austria,Referral,42.0
C52053,2021-05-11,  Netherlands ,Paid Social,41.0
C52054,2021-01-17,Germany,Email,50.0
C52055,2024-04-05,Italy,Direct,48.0
C52056,2024-11-13,Germany,Organic Search,37.0
C52057,2024-05-04,FRANCE,Email,32.0
C52058,2023-06-06,France,Email,38.0
C52059,2023-06-24,GERMANY,Paid Social,42.0
C52060,2023-04-20,Austria,Direct,44.0
C52061,2022-11-11,Germany,Email,42.0
C52062,2023-08-09,Netherlands,Paid Social,37.0
C52063,2023-04-13,Spain,Organic Search,50.0
C52064,2023-11-09,Germany,Email,30.0
C52065,2024-09-25,Netherlands,Organic Search,68.0
C52066,2024-12-27,Germany,Organic Search,47.0
C52067,2021-08-10,Spain,Paid Social,24.0
C52068,2023-02-08,Italy,Email,40.0
C52069,2022-03-14,Germany,Direct,47.0
C52070,2022-12-23,Netherlands,Email,34.0
C52071,2022-09-15,France,Referral,20.0
C52072,2022-03-02,France,Paid Social,26.0
C52073,2024-05-12,Netherlands,Paid Social,45.0
C52074,2023-07-08,France,Direct,18.0
C52075,2024-10-16,Netherlands,Paid Social,21.0
C52076,2021-04-11,Germany,Referral,44.0
C52077,2021-07-12,Germany,Paid Social,35.0
C52078,2023-03-06,Spain,Organic Search,30.0
C52079,2021-08-13,Germany,Email,
C52080,2022-08-05,Netherlands,Organic Search,20.0
C52081,2024-12-18,Germany,Organic Search,44.0
C52082,2022-05-05,Spain,Organic Search,28.0
C52083,2022-04-15,France,Organic Search,
C52084,2023-10-11,Germany,Paid Social,42.0
C52085,2023-07-10,  Germany ,Direct,35.0
C52086,2023-10-19,France,Paid Social,30.0
C52087,2023-01-27,Italy,Referral,18.0
C52088,2024-07-16,France,Email,42.0
C52089,2021-12-21,France,Organic Search,39.0
C52090,2023-04-09,Austria,Organic Search,32.0
C52091,2024-02-22,Germany,Direct,26.0
C52092,2024-08-27,France,Email,38.0
C52093,2023-01-17,Germany,Direct,44.0
C52094,2023-10-04,Germany,Paid Social,39.0
C52095,2021-07-17,Austria,Email,58.0
C52096,2022-02-22,Spain,Referral,46.0
C52097,2021-07-17,Spain,Direct,37.0
C52098,2024-04-03,Spain,Organic Search,47.0
C52099,2022-09-15,France,Direct,39.0
C52100,2024-03-30,Germany,Paid Social,39.0
C52101,2021-07-10,Netherlands,Referral,54.0
C52102,2024-08-21,Italy,Paid Social,27.0
C52103,2024-07-25,Austria,Email,38.0
C52104,2021-09-03,France,Paid Social,52.0
C52105,2021-03-16,Netherlands,Referral,42.0
C52106,2021-06-15,Austria,Organic Search,34.0
C52107,2024-08-12,Spain,Paid Social,18.0
C52108,2022-06-19,Austria,Email,18.0
C52109,2023-09-10,France,Referral,63.0
C52110,2023-04-06,Germany,Paid Social,42.0
C52111,2024-06-14,France,Email,31.0
C52112,2023-06-28,GERMANY,Paid Social,42.0
C52113,2023-07-13,Italy,Email,27.0
C52114,2024-12-21,France,Email,34.0
C52115,2022-01-13,France,Email,27.0
C52116,2024-07-20,Germany,Referral,
C52117,2021-06-03,Netherlands,Paid Social,18.0
C52118,2023-06-14,FRANCE,Organic Search,19.0
C52119,2024-09-13,Germany,Email,50.0
C52120,2024-01-25,Spain,Organic Search,26.0
C52121,2024-02-17,Germany,Organic Search,
C52122,2022-08-06,France,Referral,49.0
C52123,2023-03-27,Germany,Paid Social,38.0
C52124,2023-01-13,France,Paid Social,34.0
C52125,2023-08-08,Netherlands,Direct,40.0
C52126,2023-05-24,DE,Organic Search,33.0
C52127,2022-11-15,Germany,Organic Search,52.0
C52128,2022-10-13,Italy,Organic Search,
C52129,2022-07-17,Netherlands,Organic Search,55.0
C52130,2023-01-10,Germany,Email,18.0
C52131,2022-01-13,GERMANY,Referral,33.0
C52132,2024-08-30,Germany,Email,
C52133,2023-11-14,SPAIN,Organic Search,44.0
C52134,2021-12-11,Germany,Paid Social,18.0
C52135,2024-02-26,France,Organic Search,18.0
C52136,2024-08-06,Netherlands,Email,54.0
C52137,2022-06-24,Spain,Email,31.0
C52138,2022-01-14,Netherlands,Organic Search,20.0
C52139,2021-01-29,Austria,Referral,25.0
C52140,2021-05-22,Germany,Referral,43.0
C52141,2024-05-10,Spain,Organic Search,28.0
C52142,2024-12-20,Germany,Email,41.0
C52143,2021-05-15,Germany,Email,26.0
C52144,2024-04-25,Italy,Organic Search,18.0
C52145,2021-07-24,Germany,Organic Search,55.0
C52146,2023-11-02,  GERMANY ,Email,43.0
C52147,2024-05-03,Netherlands,Direct,34.0
C52148,2023-01-02,Germany,Email,32.0
C52149,2021-02-05,Germany,Email,56.0
C52150,2023-11-06,Netherlands,Email,45.0
C52151,2024-12-23,Austria,Paid Social,52.0
C52152,2022-07-28,Austria,Organic Search,31.0
C52153,2022-03-30,Germany,Paid Social,39.0
C52154,2021-11-20,France,Direct,43.0
C52155,2023-09-19,Austria,Referral,31.0
C52156,2023-11-07,Germany,Direct,37.0
C52157,2024-06-10,Germany,Organic Search,31.0
C52158,2024-04-30,Germany,Paid Social,43.0
C52159,2024-09-20,DE,Email,22.0
C52160,2024-06-24,Germany,Organic Search,45.0
C52161,2022-07-11,Austria,Organic Search,42.0
C52162,2023-09-20,Italy,Referral,36.0
C52163,2022-09-30,Germany,Email,43.0
C52164,2022-11-19,Netherlands,Email,34.0
C52165,2024-10-28,Germany,Organic Search,30.0
C52166,2024-02-13,Germany,Paid Social,45.0
C52167,2024-12-08,Austria,Organic Search,45.0
C52168,2023-03-25,France,Organic Search,32.0
C52169,2023-08-28,Italy,Paid Social,31.0
C52170,2023-06-26,France,Organic Search,36.0
C52171,2021-10-15,Germany,Direct,31.0
C52172,2022-06-23,France,Paid Social,56.0
C52173,2023-08-16,Germany,Organic Search,42.0
C52174,2021-07-13,Spain,Organic Search,38.0
C52175,2024-10-27,Netherlands,Email,
C52176,2021-11-20,Germany,Organic Search,47.0
C52177,2022-04-15,France,Organic Search,31.0
C52178,2024-05-13,Netherlands,Paid Social,30.0
C52179,2021-09-21,Austria,Organic Search,47.0
C52180,2024-09-27,Germany,Email,43.0
C52181,2024-04-01,Germany,Paid Social,18.0
C52182,2021-07-16,Germany,Organic Search,36.0
C52183,2024-02-24,Germany,Referral,40.0
C52184,2023-12-18,France,Paid Social,34.0
C52185,2024-05-05,Germany,Email,40.0
C52186,2024-07-17,Germany,Organic Search,18.0
C52187,2024-03-24,FRANCE,Email,18.0
C52188,2023-10-26,Germany,Organic Search,26.0
C52189,2022-11-08,Spain,Paid Social,41.0
C52190,2024-03-01,Netherlands,Organic Search,18.0
C52191,2024-11-21,Germany,Direct,28.0
C52192,2023-10-28,FRANCE,Organic Search,18.0
C52193,2024-01-24,Germany,Direct,35.0
C52194,2023-04-21,Spain,Direct,
C52195,2024-05-03,France,Paid Social,35.0
C52196,2024-12-29,France,Organic Search,37.0
C52197,2022-02-03,Spain,Paid Social,48.0
C52198,2022-04-23,Spain,Direct,38.0
C52199,2023-08-31,Austria,Email,35.0
C52200,2023-06-18,Germany,Paid Social,49.0
C52201,2023-10-09,Germany,Organic Search,44.0
C52202,2021-05-27,Netherlands,Referral,41.0
C52203,2023-03-07,  France ,Organic Search,36.0
C52204,2023-10-22,Netherlands,Organic Search,34.0
C52205,2023-10-25,Austria,Organic Search,
C52206,2024-01-16,Germany,Paid Social,34.0
C52207,2024-03-26,Germany,Direct,53.0
C52208,2023-12-30,France,Referral,25.0
C52209,2024-06-08,DE,Organic Search,55.0
C52210,2023-12-10,Netherlands,Paid Social,44.0
C52211,2023-08-28,Austria,Referral,26.0
C52212,2023-11-19,France,Paid Social,44.0
C52213,2021-10-01,Austria,Organic Search,30.0
C52214,2022-08-22,France,Paid Social,38.0
C52215,2023-08-16,Austria,Email,32.0
C52216,2024-08-31,  Germany ,Direct,36.0
C52217,2024-02-10,Austria,Email,49.0
C52218,2021-09-06,Austria,Organic Search,44.0
C52219,2023-11-02,Germany,Email,24.0
C52220,2022-05-28,France,Organic Search,25.0
C52221,2024-04-10,Spain,Direct,41.0
C52222,2024-07-16,Germany,Paid Social,42.0
C52223,2023-11-04,  Austria ,Organic Search,30.0
C52224,2023-11-01,Italy,Paid Social,57.0
C52225,2022-12-02,SPAIN,Organic Search,48.0
C52226,2023-05-03,Germany,Organic Search,30.0
C52227,2024-08-22,Netherlands,Email,29.0
C52228,2024-03-29,Italy,Referral,35.0
C52229,2023-08-06,France,Referral,34.0
C52230,2023-01-15,Germany,Paid Social,53.0
C52231,2021-05-30,Germany,Organic Search,50.0
C52232,2021-12-30,Austria,Paid Social,38.0
C52233,2022-04-06,FRANCE,Paid Social,46.0
C52234,2023-01-22,Germany,Organic Search,48.0
C52235,2024-11-09,Germany,Direct,39.0
C52236,2023-07-19,Austria,Direct,43.0
C52237,2022-06-19,France,Organic Search,45.0
C52238,2021-10-11,Spain,Referral,44.0
C52239,2022-12-02,  AUSTRIA ,Email,29.0
C52240,2024-07-05,Italy,Organic Search,30.0
C52241,2023-02-06,SPAIN,Email,35.0
C52242,2024-05-21,Germany,Organic Search,30.0
C52243,2024-06-21,Netherlands,Organic Search,20.0
C52244,2021-10-23,Germany,Direct,46.0
C52245,2023-11-22,Italy,Email,42.0
C52246,2024-11-23,Germany,Organic Search,22.0
C52247,2023-03-04,Netherlands,Paid Social,35.0
C52248,2021-06-01,Spain,Direct,
C52249,2024-10-20,Germany,Paid Social,40.0
C52250,2024-09-11,Spain,Direct,25.0
C52251,2023-08-09,Germany,Direct,22.0
C52252,2023-09-15,  France ,Paid Social,
C52253,2022-05-10,France,Email,20.0
C52254,2024-07-08,Germany,Email,35.0
C52255,2023-07-10,Netherlands,Referral,34.0
C52256,2021-04-15,Spain,Paid Social,37.0
C52257,2024-02-14,Germany,Organic Search,41.0
C52258,2024-11-15,France,Organic Search,57.0
C52259,2024-07-18,Spain,Email,19.0
C52260,2022-08-29,Austria,Referral,49.0
C52261,2021-06-07,GERMANY,Referral,18.0
C52262,2024-11-05,Italy,Email,55.0
C52263,2024-11-02,Germany,Organic Search,18.0
C52264,2023-08-22,Netherlands,Organic Search,67.0
C52265,2023-12-30,France,Referral,33.0
C52266,2023-05-25,Austria,Paid Social,53.0
C52267,2023-03-28,Germany,Referral,51.0
C52268,2021-11-10,Germany,Organic Search,33.0
C52269,2021-09-21,Austria,Paid Social,34.0
C52270,2022-06-16,Germany,Direct,28.0
C52271,2024-07-26,  France ,Organic Search,47.0
C52272,2022-01-05,Austria,Organic Search,33.0
C52273,2022-06-05,Netherlands,Email,28.0
C52274,2023-09-11,  Germany ,Email,44.0
C52275,2022-05-16,Germany,Direct,27.0
C52276,2022-02-08,Italy,Direct,34.0
C52277,2023-09-29,FRANCE,Referral,39.0
C52278,2023-01-15,Germany,Organic Search,30.0
C52279,2023-12-12,  Germany ,Paid Social,32.0
C52280,2024-10-09,Germany,Direct,56.0
C52281,2022-01-15,Italy,Paid Social,36.0
C52282,2024-10-10,Germany,Direct,34.0
C52283,2024-09-29,Germany,Email,36.0
C52284,2024-07-18,France,Organic Search,
C52285,2023-12-18,Germany,Paid Social,26.0
C52286,2023-12-05,Germany,Email,43.0
C52287,2023-12-27,Italy,Organic Search,41.0
C52288,2024-02-22,Netherlands,Paid Social,18.0
C52289,2021-02-22,Germany,Email,60.0
C52290,2024-11-22,DE,Organic Search,56.0
C52291,2023-10-25,Germany,Paid Social,28.0
C52292,2024-05-30,Germany,Email,25.0
C52293,2023-01-28,Netherlands,Referral,41.0
C52294,2021-02-10,France,Paid Social,21.0
C52295,2023-07-25,Austria,Direct,54.0
C52296,2023-07-21,Spain,Direct,
C52297,2023-04-21,Germany,Paid Social,57.0
C52298,2022-12-04,Italy,Organic Search,28.0
C52299,2022-07-15,France,Referral,37.0
C52300,2023-08-16,Germany,Organic Search,53.0
C52301,2023-01-25,SPAIN,Referral,34.0
C52302,2024-12-03,  Germany ,Email,41.0
C52303,2022-02-27,France,Paid Social,51.0
C52304,2022-11-04,Austria,Email,31.0
C52305,2022-09-25,Germany,Paid Social,23.0
C52306,2023-09-04,Spain,Direct,20.0
C52307,2023-07-11,Germany,Organic Search,45.0
C52308,2024-01-01,Spain,Direct,43.0
C52309,2024-11-14,GERMANY,Organic Search,51.0
C52310,2022-09-11,Germany,Referral,35.0
C52311,2024-02-25,Germany,Direct,
C52312,2021-03-20,Spain,Paid Social,18.0
C52313,2022-08-05,Germany,Organic Search,72.0
C52314,2023-05-26,Spain,Referral,44.0
C52315,2021-04-07,Germany,Referral,40.0
C52316,2023-12-02,France,Paid Social,41.0
C52317,2024-02-09,Germany,Paid Social,21.0
C52318,2024-04-23,Germany,Referral,28.0
C52319,2023-08-02,Italy,Organic Search,59.0
C52320,2023-11-16,FRANCE,Email,46.0
C52321,2023-02-24,Netherlands,Paid Social,29.0
C52322,2021-05-05,France,Organic Search,23.0
C52323,2021-09-28,France,Referral,32.0
C52324,2024-01-14,Netherlands,Paid Social,
C52325,2024-12-27,Spain,Direct,63.0
C52326,2021-02-20,Netherlands,Email,36.0
C52327,2023-09-22,France,Paid Social,24.0
C52328,2024-04-28,Netherlands,Paid Social,37.0
C52329,2024-07-16,Netherlands,Paid Social,41.0
C52330,2023-09-07,France,Referral,23.0
C52331,2023-12-05,Netherlands,Email,43.0
C52332,2024-02-29,France,Referral,53.0
C52333,2024-08-17,Austria,Paid Social,40.0
C52334,2021-11-17,Italy,Organic Search,28.0
C52335,2024-10-22,Italy,Organic Search,32.0
